escenario,realizacion,bloque,tiempo_h,zona,suministro,inventario_inicio,reposicion_recibida,demanda,consumo_satisfecho,inventario_fin,superavit,deficit
post_intercambio,27,2,12,Z2,agua,61484.71973965399,0.0,1976.3712065638483,1976.3712065638483,59508.348533090146,59508.348533090146,0.0
post_intercambio,27,2,12,Z2,alimentos,16797.456078014544,0.0,589.1808915495164,589.1808915495164,16208.275186465027,16208.275186465027,0.0
post_intercambio,27,2,12,Z2,medicamentos,326.5192908334365,0.0,28.104088766566726,28.104088766566726,298.41520206686977,298.41520206686977,0.0
post_intercambio,27,2,12,Z3,agua,36545.566210053934,0.0,1950.2017697557183,1950.2017697557183,34595.36444029822,34595.36444029822,0.0
post_intercambio,27,2,12,Z3,alimentos,8143.550505432368,0.0,498.3412389929247,498.3412389929247,7645.209266439443,7645.209266439443,0.0
post_intercambio,27,2,12,Z3,medicamentos,145.2890187229791,0.0,30.03564730206845,30.03564730206845,115.25337142091065,115.25337142091065,0.0
post_intercambio,27,2,12,Z4,agua,178170.0697511877,0.0,1221.2106799088087,1221.2106799088087,176948.8590712789,176948.8590712789,0.0
post_intercambio,27,2,12,Z4,alimentos,41291.444389615404,0.0,448.63269923186476,448.63269923186476,40842.81169038354,40842.81169038354,0.0
post_intercambio,27,2,12,Z4,medicamentos,1169.284380760071,0.0,17.8295670957312,17.8295670957312,1151.4548136643398,1151.4548136643398,0.0
post_intercambio,27,2,12,Z5,agua,25915.372860892698,0.0,1048.6301620739316,1048.6301620739316,24866.742698818765,24866.742698818765,0.0
post_intercambio,27,2,12,Z5,alimentos,6612.63198815894,0.0,274.02299212683243,274.02299212683243,6338.608996032107,6338.608996032107,0.0
post_intercambio,27,2,12,Z5,medicamentos,113.17737850707874,0.0,19.539696001590247,19.539696001590247,93.6376825054885,93.6376825054885,0.0
post_intercambio,27,3,18,Z1,agua,0.0,0.0,381.3609782148471,0.0,0.0,0.0,381.3609782148471
post_intercambio,27,3,18,Z1,alimentos,0.0,0.0,105.82377039636997,0.0,0.0,0.0,105.82377039636997
post_intercambio,27,3,18,Z1,medicamentos,0.0,0.0,5.459915288064962,0.0,0.0,0.0,5.459915288064962
post_intercambio,27,3,18,Z2,agua,59508.348533090146,0.0,2212.643154348829,2212.643154348829,57295.70537874132,57295.70537874132,0.0
post_intercambio,27,3,18,Z2,alimentos,16208.275186465027,0.0,512.0932615792402,512.0932615792402,15696.181924885786,15696.181924885786,0.0
post_intercambio,27,3,18,Z2,medicamentos,298.41520206686977,0.0,27.338110892188357,27.338110892188357,271.0770911746814,271.0770911746814,0.0
post_intercambio,27,3,18,Z3,agua,34595.36444029822,0.0,1640.2899307408304,1640.2899307408304,32955.07450955739,32955.07450955739,0.0
post_intercambio,27,3,18,Z3,alimentos,7645.209266439443,0.0,638.6191057671549,638.6191057671549,7006.590160672288,7006.590160672288,0.0
post_intercambio,27,3,18,Z3,medicamentos,115.25337142091065,0.0,26.765582166910352,26.765582166910352,88.4877892540003,88.4877892540003,0.0
post_intercambio,27,3,18,Z4,agua,176948.8590712789,40000.0,1539.393413682172,1539.393413682172,215409.4656575967,215409.4656575967,0.0
post_intercambio,27,3,18,Z4,alimentos,40842.81169038354,8000.0,558.6149127249847,558.6149127249847,48284.19677765855,48284.19677765855,0.0
post_intercambio,27,3,18,Z4,medicamentos,1151.4548136643398,200.0,23.846825547178778,23.846825547178778,1327.607988117161,1327.607988117161,0.0
post_intercambio,27,3,18,Z5,agua,24866.742698818765,0.0,1311.909548229138,1311.909548229138,23554.833150589628,23554.833150589628,0.0
post_intercambio,27,3,18,Z5,alimentos,6338.608996032107,0.0,295.4586263754322,295.4586263754322,6043.150369656675,6043.150369656675,0.0
post_intercambio,27,3,18,Z5,medicamentos,93.6376825054885,0.0,25.83802589192566,25.83802589192566,67.79965661356283,67.79965661356283,0.0
post_intercambio,27,4,24,Z1,agua,0.0,0.0,312.8352770306603,0.0,0.0,0.0,312.8352770306603
post_intercambio,27,4,24,Z1,alimentos,0.0,0.0,103.59698792345282,0.0,0.0,0.0,103.59698792345282
post_intercambio,27,4,24,Z1,medicamentos,0.0,0.0,4.931814381731566,0.0,0.0,0.0,4.931814381731566
post_intercambio,27,4,24,Z2,agua,57295.70537874132,0.0,1819.2293444198679,1819.2293444198679,55476.47603432145,55476.47603432145,0.0
post_intercambio,27,4,24,Z2,alimentos,15696.181924885786,0.0,486.3793493576188,486.3793493576188,15209.802575528167,15209.802575528167,0.0
post_intercambio,27,4,24,Z2,medicamentos,271.0770911746814,0.0,27.423076205716896,27.423076205716896,243.65401496896453,243.65401496896453,0.0
post_intercambio,27,4,24,Z3,agua,32955.07450955739,0.0,2288.4072798835755,2288.4072798835755,30666.66722967381,30666.66722967381,0.0
post_intercambio,27,4,24,Z3,alimentos,7006.590160672288,0.0,636.2161923929764,636.2161923929764,6370.373968279312,6370.373968279312,0.0
post_intercambio,27,4,24,Z3,medicamentos,88.4877892540003,0.0,22.799457766132118,22.799457766132118,65.68833148786818,65.68833148786818,0.0
post_intercambio,27,4,24,Z4,agua,215409.4656575967,80000.0,1514.6115827950762,1514.6115827950762,293894.8540748016,293894.8540748016,0.0
post_intercambio,27,4,24,Z4,alimentos,48284.19677765855,15000.0,403.1375772731734,403.1375772731734,62881.05920038538,62881.05920038538,0.0
post_intercambio,27,4,24,Z4,medicamentos,1327.607988117161,400.0,26.1891682673016,26.1891682673016,1701.4188198498596,1701.4188198498596,0.0
post_intercambio,27,4,24,Z5,agua,23554.833150589628,0.0,1179.7348473019224,1179.7348473019224,22375.098303287705,22375.098303287705,0.0
post_intercambio,27,4,24,Z5,alimentos,6043.150369656675,0.0,256.6165819255261,256.6165819255261,5786.5337877311495,5786.5337877311495,0.0
post_intercambio,27,4,24,Z5,medicamentos,67.79965661356283,0.0,20.21952742548862,20.21952742548862,47.58012918807421,47.58012918807421,0.0
post_intercambio,27,5,30,Z1,agua,0.0,0.0,275.1828862276539,0.0,0.0,0.0,275.1828862276539
post_intercambio,27,5,30,Z1,alimentos,0.0,0.0,112.79487759185187,0.0,0.0,0.0,112.79487759185187
post_intercambio,27,5,30,Z1,medicamentos,0.0,0.0,4.866327683042217,0.0,0.0,0.0,4.866327683042217
post_intercambio,27,5,30,Z2,agua,55476.47603432145,0.0,1972.3749729626945,1972.3749729626945,53504.10106135876,53504.10106135876,0.0
post_intercambio,27,5,30,Z2,alimentos,15209.802575528167,0.0,587.931749118953,587.931749118953,14621.870826409215,14621.870826409215,0.0
post_intercambio,27,5,30,Z2,medicamentos,243.65401496896453,0.0,28.15607945990601,28.15607945990601,215.49793550905852,215.49793550905852,0.0
post_intercambio,27,5,30,Z3,agua,30666.66722967381,0.0,1610.7993785224664,1610.7993785224664,29055.867851151343,29055.867851151343,0.0
post_intercambio,27,5,30,Z3,alimentos,6370.373968279312,0.0,683.5774700408936,683.5774700408936,5686.796498238418,5686.796498238418,0.0
post_intercambio,27,5,30,Z3,medicamentos,65.68833148786818,0.0,36.387234544891385,36.387234544891385,29.3010969429768,29.3010969429768,0.0
post_intercambio,27,5,30,Z4,agua,293894.8540748016,0.0,1861.008608953304,1861.008608953304,292033.8454658483,292033.8454658483,0.0
post_intercambio,27,5,30,Z4,alimentos,62881.05920038538,0.0,520.9616983039557,520.9616983039557,62360.09750208143,62360.09750208143,0.0
post_intercambio,27,5,30,Z4,medicamentos,1701.4188198498596,0.0,22.89829274781328,22.89829274781328,1678.5205271020463,1678.5205271020463,0.0
post_intercambio,27,5,30,Z5,agua,22375.098303287705,0.0,969.6624404162301,969.6624404162301,21405.435862871476,21405.435862871476,0.0
post_intercambio,27,5,30,Z5,alimentos,5786.5337877311495,0.0,325.39116234145257,325.39116234145257,5461.142625389697,5461.142625389697,0.0
post_intercambio,27,5,30,Z5,medicamentos,47.58012918807421,0.0,17.526376879268305,17.526376879268305,30.053752308805905,30.053752308805905,0.0
post_intercambio,27,6,36,Z1,agua,0.0,0.0,296.05088140556376,0.0,0.0,0.0,296.05088140556376
