bloque,tiempo_h,zona,suministro,inventario_inicio_medio,reposicion_recibida_medio,demanda_medio,demanda_ic95_inferior,demanda_ic95_superior,consumo_satisfecho_medio,inventario_fin_medio,inventario_fin_ic95_inferior,inventario_fin_ic95_superior,deficit_medio,deficit_ic95_inferior,deficit_ic95_superior,superavit_medio
7,42,Z3,medicamentos,4.842336225953686,0.0,30.20855462347234,29.25274249411435,31.164366752830333,4.842336225953686,0.0,0.0,0.0,25.36621839751865,23.6907963838634,27.0416404111739,0.0
7,42,Z4,agua,410933.1476991983,0.0,1505.2963507428024,1458.8788927511623,1551.7138087344424,1505.2963507428024,409427.8513484555,409316.12494569644,409539.5777512145,0.0,0.0,0.0,409427.8513484555
7,42,Z4,alimentos,83966.54368021157,0.0,510.07832312272416,496.3792111616179,523.7774350838304,510.07832312272416,83456.46535708882,83418.03222929333,83494.89848488431,0.0,0.0,0.0,83456.46535708882
7,42,Z4,medicamentos,2248.5959338844145,0.0,25.792219733748848,25.045133967022636,26.53930550047506,25.792219733748848,2222.803714150665,2221.0900549122393,2224.517373389091,0.0,0.0,0.0,2222.803714150665
7,42,Z5,agua,20086.473621086676,0.0,1126.8245811947315,1093.0444447359955,1160.6047176534676,1126.8245811947315,18959.64903989194,18863.01556288966,19056.28251689422,0.0,0.0,0.0,18959.64903989194
7,42,Z5,alimentos,4581.825978199111,0.0,382.5703866766226,371.5750378781489,393.5657354750963,382.5703866766226,4199.255591522488,4167.56795954273,4230.943223502247,0.0,0.0,0.0,4199.255591522488
7,42,Z5,medicamentos,14.004630782283408,0.0,18.90080130608219,18.322980776099502,19.478621836064878,12.728707809110492,1.2759229731729185,0.7419283191298097,1.8099176272160271,6.1720934969717005,4.998507900382222,7.345679093561179,1.2759229731729185
8,48,Z1,agua,0.0,0.0,304.9875044492508,294.71845206649147,315.2565568320102,0.0,0.0,0.0,0.0,304.9875044492508,294.71845206649147,315.2565568320102,0.0
8,48,Z1,alimentos,0.0,0.0,102.30567749879077,99.3643922207985,105.24696277678304,0.0,0.0,0.0,0.0,102.30567749879077,99.3643922207985,105.24696277678304,0.0
8,48,Z1,medicamentos,0.0,0.0,4.885763023267126,4.736329310109585,5.035196736424667,0.0,0.0,0.0,0.0,4.885763023267126,4.736329310109585,5.035196736424667,0.0
8,48,Z2,agua,51817.93008635121,0.0,1648.0018205280821,1594.4589050188645,1701.5447360372998,1648.0018205280821,50169.928265823124,50010.69999863983,50329.15653300642,0.0,0.0,0.0,50169.928265823124
8,48,Z2,alimentos,13598.475851568677,0.0,552.0769041356269,536.9375318397863,567.2162764314676,552.0769041356269,13046.398947433052,13000.886774285233,13091.911120580871,0.0,0.0,0.0,13046.398947433052
8,48,Z2,medicamentos,163.05697719276037,0.0,27.649838081931044,26.86270022199948,28.43697594186261,27.649838081931044,135.4071391108293,132.95635615513885,137.85792206651973,0.0,0.0,0.0,135.4071391108293
8,48,Z3,agua,25690.58566397883,0.0,1818.9385409552335,1767.193986395914,1870.683095514553,1818.9385409552335,23871.6471230236,23720.121006418452,24023.173239628744,0.0,0.0,0.0,23871.6471230236
8,48,Z3,alimentos,4698.431414579917,0.0,611.3301763085179,592.7959941240741,629.8643584929617,611.3301763085179,4087.1012382714,4032.927027276804,4141.275449265996,0.0,0.0,0.0,4087.1012382714
8,48,Z3,medicamentos,0.0,0.0,29.737497285234618,28.760819724502266,30.71417484596697,0.0,0.0,0.0,0.0,29.737497285234618,28.760819724502266,30.71417484596697,0.0
8,48,Z4,agua,409427.8513484555,150000.0,1502.8215933120603,1458.2380102887719,1547.4051763353486,1502.8215933120603,557925.0297551433,557812.0779131573,558037.9815971294,0.0,0.0,0.0,557925.0297551433
8,48,Z4,alimentos,83456.46535708882,28000.0,499.44335609130576,483.81771454582406,515.0689976367875,499.44335609130576,110957.02200099753,110915.76689752359,110998.27710447148,0.0,0.0,0.0,110957.02200099753
8,48,Z4,medicamentos,2222.803714150665,800.0,25.671260626446127,24.899082287494764,26.44343896539749,25.671260626446127,2997.13245352422,2995.191375205889,2999.0735318425513,0.0,0.0,0.0,2997.13245352422
